name,state_name,fips,land_use,r_avg,k_avg,ls_avg,c_avg,p_avg
Coweta,Georgia,13077,pastureland,325,0.24,0.542,0.01,1
Coweta,Georgia,13077,forest,324.64,0.23,,,
Crawford,Georgia,13079,cropland-cultivated,300,0.26,0.264,0.25,0.88
Crawford,Georgia,13079,cropland-noncultivated,300,0.3,0.124,0.01,1
Crawford,Georgia,13079,pastureland,300,0.23,0.895,0,1
Crawford,Georgia,13079,forest,300,0.21,,,
Crisp,Georgia,13081,cropland-cultivated,344.65,0.12,0.365,0.35,0.94
Crisp,Georgia,13081,cropland-noncultivated,337.5,0.1,0.346,0.01,1
Crisp,Georgia,13081,pastureland,335.37,0.12,0.324,0.01,1
Crisp,Georgia,13081,forest,344.01,0.13,,,
Dade,Georgia,13083,cropland-cultivated,275,0.34,0.266,0.27,0.93
Dade,Georgia,13083,cropland-noncultivated,275,0.43,0.379,0.01,1
Dade,Georgia,13083,pastureland,275,0.28,0.623,0.01,1
Dade,Georgia,13083,forest,275,0.23,,,
Dawson,Georgia,13085,cropland-noncultivated,275,0.32,0.347,0.01,1
Dawson,Georgia,13085,pastureland,275,0.33,1.605,0.01,1
Dawson,Georgia,13085,forest,275.82,0.25,,,
Decatur,Georgia,13087,cropland-cultivated,401.76,0.11,0.252,0.38,0.96
Decatur,Georgia,13087,cropland-noncultivated,400,0.1,0.21,0,1
Decatur,Georgia,13087,pastureland,409.39,0.13,0.307,0.04,1
Decatur,Georgia,13087,forest,405.42,0.15,,,
De Kalb,Georgia,13089,pastureland,300,0.27,0.912,0.02,1
De Kalb,Georgia,13089,forest,300,0.24,,,
Dodge,Georgia,13091,cropland-cultivated,300,0.15,0.35,0.4,0.84
Dodge,Georgia,13091,cropland-noncultivated,300,0.1,0.324,0,1
Dodge,Georgia,13091,pastureland,300,0.15,0.38,0,1
Dodge,Georgia,13091,forest,300,0.16,,,
Dooly,Georgia,13093,cropland-cultivated,325,0.16,0.331,0.37,0.92
Dooly,Georgia,13093,cropland-noncultivated,325,0.17,0.366,0,0.5
Dooly,Georgia,13093,pastureland,325,0.21,0.358,0,1
Dooly,Georgia,13093,forest,325,0.2,,,
Dougherty,Georgia,13095,cropland-cultivated,350,0.18,0.259,0.23,1
Dougherty,Georgia,13095,cropland-noncultivated,350,0.14,0.241,0.09,1
Dougherty,Georgia,13095,pastureland,350,0.16,0.285,0,1
Dougherty,Georgia,13095,forest,350,0.19,,,
Douglas,Georgia,13097,cropland-noncultivated,300,0.28,0.43,0,1
Douglas,Georgia,13097,pastureland,300,0.23,1.666,0,1
Douglas,Georgia,13097,forest,300,0.21,,,
Early,Georgia,13099,cropland-cultivated,400,0.16,0.303,0.41,1
Early,Georgia,13099,cropland-noncultivated,400,0.18,0.499,0.02,1
Early,Georgia,13099,pastureland,400,0.16,0.42,0.01,1
Early,Georgia,13099,forest,400,0.16,,,
Echols,Georgia,13101,cropland-cultivated,350,0.1,0.201,0.39,1
Echols,Georgia,13101,cropland-noncultivated,350,0.1,0.247,0,1
Echols,Georgia,13101,forest,350,0.11,,,
Effingham,Georgia,13103,cropland-cultivated,350,0.1,0.201,0.41,1
Effingham,Georgia,13103,pastureland,350,0.15,0.287,0.01,1
Effingham,Georgia,13103,forest,348.8,0.14,,,
Elbert,Georgia,13105,cropland-cultivated,250,0.26,0.593,0.22,0.81
Elbert,Georgia,13105,pastureland,250,0.27,1.097,0.01,1
Elbert,Georgia,13105,forest,250,0.26,,,
Emanuel,Georgia,13107,cropland-cultivated,300,0.13,0.358,0.3,0.81
Emanuel,Georgia,13107,cropland-noncultivated,300,0.15,0.285,0,1
Emanuel,Georgia,13107,pastureland,300,0.13,0.554,0,1
Emanuel,Georgia,13107,forest,300,0.13,,,
Evans,Georgia,13109,cropland-cultivated,313.81,0.12,0.252,0.42,0.94
Evans,Georgia,13109,cropland-noncultivated,312.5,0.1,0.264,0.01,1
Evans,Georgia,13109,pastureland,307.85,0.12,0.24,0,1
Evans,Georgia,13109,forest,305.93,0.11,,,
Fannin,Georgia,13111,cropland-cultivated,275,0.2,0.737,0.18,1
Fannin,Georgia,13111,cropland-noncultivated,275,0.29,0.392,0,1
Fannin,Georgia,13111,pastureland,275,0.25,1.188,0,1
Fannin,Georgia,13111,forest,275,0.22,,,
Fayette,Georgia,13113,cropland-cultivated,300,0.24,0.43,0.24,0.5
Fayette,Georgia,13113,pastureland,300,0.26,0.62,0,1
Fayette,Georgia,13113,forest,300,0.27,,,
Floyd,Georgia,13115,cropland-cultivated,300,0.31,0.292,0.46,0.93
Floyd,Georgia,13115,cropland-noncultivated,300,0.32,0.225,0,1
Floyd,Georgia,13115,pastureland,300,0.32,0.719,0,1
Floyd,Georgia,13115,forest,300,0.29,,,
Forsyth,Georgia,13117,cropland-cultivated,275,0.27,0.711,0.21,0.81
Forsyth,Georgia,13117,cropland-noncultivated,275,0.24,3.761,0,1
Forsyth,Georgia,13117,pastureland,275,0.25,1.586,0.01,1
Forsyth,Georgia,13117,forest,275,0.24,,,
Franklin,Georgia,13119,cropland-cultivated,300,0.28,0.287,0.4,0.5
Franklin,Georgia,13119,cropland-noncultivated,300,0.28,0.519,0.01,1
Franklin,Georgia,13119,pastureland,300,0.26,1.596,0.01,1
Franklin,Georgia,13119,forest,300,0.26,,,
Fulton,Georgia,13121,cropland-cultivated,300,0.19,0.631,0.32,0.94
Fulton,Georgia,13121,cropland-noncultivated,300,0.28,0.303,0,1
Fulton,Georgia,13121,pastureland,300,0.23,0.685,0,1
Fulton,Georgia,13121,forest,300,0.23,,,
Gilmer,Georgia,13123,cropland-cultivated,275,0.24,0.129,0.03,1
Gilmer,Georgia,13123,cropland-noncultivated,275,0.2,2.217,0.01,1
Gilmer,Georgia,13123,pastureland,275,0.25,0.843,0,1
Gilmer,Georgia,13123,forest,275,0.23,,,
Glascock,Georgia,13125,cropland-cultivated,250,0.15,0.414,0.28,0.76
Glascock,Georgia,13125,cropland-noncultivated,250,0.22,0.452,0.01,1
Glascock,Georgia,13125,pastureland,250,0.17,0.745,0.01,1
Glascock,Georgia,13125,forest,250,0.17,,,
Glynn,Georgia,13127,pastureland,400,0.16,0.122,0,1
Glynn,Georgia,13127,forest,400,0.21,,,
Gordon,Georgia,13129,cropland-cultivated,300,0.32,0.437,0.31,0.8
Gordon,Georgia,13129,cropland-noncultivated,300,0.38,0.161,0.01,1
Gordon,Georgia,13129,pastureland,300,0.29,0.809,0,1
Gordon,Georgia,13129,forest,300,0.3,,,
Grady,Georgia,13131,cropland-cultivated,400,0.13,0.232,0.4,0.71
Grady,Georgia,13131,cropland-noncultivated,400,0.1,0.129,0,0.6
Grady,Georgia,13131,pastureland,400,0.16,0.393,0,1
Grady,Georgia,13131,forest,400,0.13,,,
Greene,Georgia,13133,cropland-noncultivated,250,0.28,0.528,0,1
Greene,Georgia,13133,pastureland,250,0.26,0.48,0.01,1
Greene,Georgia,13133,forest,250,0.27,,,
Gwinnett,Georgia,13135,cropland-cultivated,300,0.2,0.672,0.26,0.5
Gwinnett,Georgia,13135,cropland-noncultivated,300,0.24,0.271,0,1
Gwinnett,Georgia,13135,pastureland,300,0.25,1.03,0.01,1
Gwinnett,Georgia,13135,forest,300,0.25,,,
Habersham,Georgia,13137,cropland-noncultivated,300,0.24,0.475,0.01,1
Habersham,Georgia,13137,pastureland,300,0.23,1.777,0.01,1
Habersham,Georgia,13137,forest,300,0.24,,,
Hall,Georgia,13139,cropland-cultivated,275,0.28,1.487,0.12,0.89
Hall,Georgia,13139,pastureland,276.61,0.26,1.501,0,1
Hall,Georgia,13139,forest,275.73,0.23,,,
Hancock,Georgia,13141,cropland-cultivated,250,0.19,0.802,0.23,1
Hancock,Georgia,13141,cropland-noncultivated,250,0.35,0.831,0.01,1
Hancock,Georgia,13141,pastureland,250,0.33,0.537,0.01,1
Hancock,Georgia,13141,forest,250,0.27,,,
Haralson,Georgia,13143,cropland-cultivated,325,0.18,0.644,0.13,0.5
Haralson,Georgia,13143,pastureland,325,0.22,1.634,0.01,1
Haralson,Georgia,13143,forest,323.96,0.21,,,
Harris,Georgia,13145,cropland-cultivated,325,0.28,0.586,0.16,1
Harris,Georgia,13145,cropland-noncultivated,325,0.24,0.43,0.01,1
Harris,Georgia,13145,pastureland,325,0.26,0.463,0.01,1
Harris,Georgia,13145,forest,325,0.24,,,
Hart,Georgia,13147,cropland-cultivated,275,0.25,0.629,0.22,0.69
Hart,Georgia,13147,cropland-noncultivated,275,0.15,1.369,0,0.6
Hart,Georgia,13147,pastureland,275,0.25,1.123,0.01,1
Hart,Georgia,13147,forest,275,0.25,,,
Heard,Georgia,13149,cropland-cultivated,325,0.29,0.432,0.43,1
Heard,Georgia,13149,cropland-noncultivated,325,0.19,0.822,0.01,1
Heard,Georgia,13149,pastureland,325,0.21,0.943,0.01,1
Heard,Georgia,13149,forest,327.42,0.22,,,
Henry,Georgia,13151,cropland-cultivated,300,0.28,0.491,0.26,0.89
Henry,Georgia,13151,cropland-noncultivated,300,0.28,0.704,0,1
Henry,Georgia,13151,pastureland,300,0.25,0.66,0,1
Henry,Georgia,13151,forest,300,0.25,,,
Houston,Georgia,13153,cropland-cultivated,300,0.19,0.306,0.26,0.98
Houston,Georgia,13153,cropland-noncultivated,300,0.1,0.27,0,1
Houston,Georgia,13153,pastureland,300,0.18,0.486,0,1
Houston,Georgia,13153,forest,300,0.23,,,
Irwin,Georgia,13155,cropland-cultivated,325,0.12,0.29,0.37,0.96
Irwin,Georgia,13155,cropland-noncultivated,325,0.15,0.306,0,1
Irwin,Georgia,13155,pastureland,325,0.12,0.286,0,1
Irwin,Georgia,13155,forest,325,0.12,,,
Jackson,Georgia,13157,cropland-cultivated,275,0.28,0.539,0.21,0.79
Jackson,Georgia,13157,cropland-noncultivated,275,0.27,0.591,0.02,1
Jackson,Georgia,13157,pastureland,275,0.26,0.652,0.01,1
Jackson,Georgia,13157,forest,275,0.26,,,
Jasper,Georgia,13159,cropland-cultivated,275,0.28,0.43,0.14,1
Jasper,Georgia,13159,pastureland,275,0.26,0.508,0,1
Jasper,Georgia,13159,forest,275,0.27,,,
Jeff Davis,Georgia,13161,cropland-cultivated,325,0.12,0.182,0.37,1
Jeff Davis,Georgia,13161,pastureland,325,0.13,0.253,0,1
Jeff Davis,Georgia,13161,forest,325.84,0.14,,,
Jefferson,Georgia,13163,cropland-cultivated,256.55,0.19,0.291,0.46,0.89
Jefferson,Georgia,13163,cropland-noncultivated,250,0.15,0.163,0,1
Jefferson,Georgia,13163,pastureland,251.86,0.19,0.444,0.01,1
Jefferson,Georgia,13163,forest,257.28,0.19,,,
Jenkins,Georgia,13165,cropland-cultivated,300,0.14,0.421,0.41,0.78
Jenkins,Georgia,13165,cropland-noncultivated,300,0.15,0.628,0,1
Jenkins,Georgia,13165,pastureland,300,0.17,0.147,0,1
Jenkins,Georgia,13165,forest,300,0.17,,,
Johnson,Georgia,13167,cropland-cultivated,300,0.16,0.298,0.3,1
Johnson,Georgia,13167,pastureland,300,0.15,0.487,0.01,1
Johnson,Georgia,13167,forest,300,0.18,,,
Jones,Georgia,13169,cropland-cultivated,275,0.17,0.755,0.2,1
Jones,Georgia,13169,cropland-noncultivated,275,0.26,0.832,0.01,1
Jones,Georgia,13169,pastureland,275,0.2,0.956,0.01,1
Jones,Georgia,13169,forest,275.69,0.23,,,
Lamar,Georgia,13171,cropland-cultivated,300,0.27,0.468,0.31,1
Lamar,Georgia,13171,cropland-noncultivated,300,0.26,0.43,0,1
Lamar,Georgia,13171,pastureland,300,0.27,0.635,0,1
Lamar,Georgia,13171,forest,300,0.27,,,
Lanier,Georgia,13173,cropland-cultivated,350,0.13,0.211,0.32,0.97
Lanier,Georgia,13173,pastureland,350,0.12,0.201,0.01,1
Lanier,Georgia,13173,forest,350,0.13,,,
Laurens,Georgia,13175,cropland-cultivated,300,0.15,0.429,0.41,0.92
Laurens,Georgia,13175,pastureland,300,0.15,0.435,0,1
Laurens,Georgia,13175,forest,300,0.18,,,
Lee,Georgia,13177,cropland-cultivated,350,0.16,0.278,0.32,1
Lee,Georgia,13177,cropland-noncultivated,350,0.19,0.349,0.02,1
Lee,Georgia,13177,pastureland,350,0.16,0.386,0.01,1
Lee,Georgia,13177,forest,350,0.17,,,
Liberty,Georgia,13179,cropland-cultivated,350,0.15,0.087,0.38,1
Liberty,Georgia,13179,forest,350,0.14,,,
Lincoln,Georgia,13181,cropland-cultivated,250,0.22,0.829,0.3,0.72
Lincoln,Georgia,13181,cropland-noncultivated,250,0.28,0.916,0,1
Lincoln,Georgia,13181,pastureland,250,0.39,0.668,0.01,1
Lincoln,Georgia,13181,forest,250,0.36,,,
Long,Georgia,13183,cropland-cultivated,350,0.11,0.297,0.43,1
Long,Georgia,13183,forest,350,0.14,,,
Lowndes,Georgia,13185,cropland-cultivated,350,0.13,0.225,0.39,0.97
Lowndes,Georgia,13185,cropland-noncultivated,350,0.11,0.199,0,1
Lowndes,Georgia,13185,pastureland,350,0.12,0.236,0,1
Lowndes,Georgia,13185,forest,350,0.13,,,
Lumpkin,Georgia,13187,cropland-cultivated,275,0.24,1.085,0.31,0.9
Lumpkin,Georgia,13187,pastureland,275,0.24,3.565,0.01,1
Lumpkin,Georgia,13187,forest,275,0.23,,,
McDuffie,Georgia,13189,cropland-cultivated,250,0.15,0.547,0.32,1
McDuffie,Georgia,13189,pastureland,250,0.23,0.51,0.01,1
McDuffie,Georgia,13189,forest,250,0.29,,,
McIntosh,Georgia,13191,pastureland,400,0.1,0.074,0,1
McIntosh,Georgia,13191,forest,400,0.18,,,
Macon,Georgia,13193,cropland-cultivated,325,0.16,0.395,0.36,1
Macon,Georgia,13193,cropland-noncultivated,325,0.15,0.268,0.02,1
Macon,Georgia,13193,pastureland,325,0.15,0.524,0,1
Macon,Georgia,13193,forest,324.17,0.19,,,
Madison,Georgia,13195,cropland-cultivated,275,0.25,0.497,0.18,0.5
Madison,Georgia,13195,cropland-noncultivated,275,0.26,0.939,0.01,1
Madison,Georgia,13195,pastureland,275,0.25,0.792,0.01,1
Madison,Georgia,13195,forest,275,0.24,,,
Marion,Georgia,13197,cropland-cultivated,327.89,0.14,0.511,0.2,1
Marion,Georgia,13197,cropland-noncultivated,325,0.1,0.303,0,1
Marion,Georgia,13197,pastureland,330.71,0.13,0.801,0.01,1
Marion,Georgia,13197,forest,326.04,0.14,,,
Meriwether,Georgia,13199,cropland-cultivated,325,0.25,0.355,0,1
Meriwether,Georgia,13199,pastureland,325,0.27,0.6,0,1
Meriwether,Georgia,13199,forest,325,0.25,,,
Miller,Georgia,13201,cropland-cultivated,400,0.16,0.216,0.39,1
Miller,Georgia,13201,cropland-noncultivated,400,0.17,0.18,0,1
Miller,Georgia,13201,pastureland,400,0.22,0.209,0.01,1
Miller,Georgia,13201,forest,400,0.19,,,
Mitchell,Georgia,13205,cropland-cultivated,355.48,0.13,0.242,0.32,0.96
Mitchell,Georgia,13205,cropland-noncultivated,357.34,0.14,0.205,0.04,1
Mitchell,Georgia,13205,pastureland,356.23,0.16,0.253,0,1
Mitchell,Georgia,13205,forest,360.63,0.16,,,
Monroe,Georgia,13207,pastureland,300,0.28,0.58,0,1
Monroe,Georgia,13207,forest,300,0.27,,,
Montgomery,Georgia,13209,cropland-cultivated,300,0.13,0.431,0.41,0.91
Montgomery,Georgia,13209,cropland-noncultivated,300,0.15,0.571,0,1
Montgomery,Georgia,13209,pastureland,300,0.14,0.636,0,1
Montgomery,Georgia,13209,forest,300,0.14,,,
Morgan,Georgia,13211,cropland-cultivated,275,0.28,0.919,0.39,1
Morgan,Georgia,13211,cropland-noncultivated,275,0.28,0.572,0.01,1
Morgan,Georgia,13211,pastureland,275,0.28,0.843,0,1
Morgan,Georgia,13211,forest,275,0.27,,,
Murray,Georgia,13213,cropland-cultivated,275,0.32,0.143,0.25,1
Murray,Georgia,13213,cropland-noncultivated,275,0.32,0.148,0.01,1
Murray,Georgia,13213,pastureland,275,0.34,0.271,0,1
Murray,Georgia,13213,forest,275,0.29,,,
Muscogee,Georgia,13215,cropland-cultivated,350,0.15,0.303,0.51,1
Muscogee,Georgia,13215,pastureland,325,0.19,0.61,0,1
Muscogee,Georgia,13215,forest,325.51,0.22,,,
Newton,Georgia,13217,cropland-cultivated,300,0.27,0.404,0.05,1
Newton,Georgia,13217,pastureland,300,0.26,0.778,0.01,1
Newton,Georgia,13217,forest,300,0.25,,,
Oconee,Georgia,13219,cropland-cultivated,275,0.27,0.676,0.34,0.85
Oconee,Georgia,13219,pastureland,272.02,0.26,1.333,0.01,1
Oconee,Georgia,13219,forest,272.61,0.25,,,
Oglethorpe,Georgia,13221,cropland-cultivated,250,0.26,0.461,0.28,1
Oglethorpe,Georgia,13221,pastureland,250,0.28,0.899,0.02,1
Oglethorpe,Georgia,13221,forest,250,0.28,,,
Paulding,Georgia,13223,cropland-cultivated,300,0.24,0.43,0.33,1
Paulding,Georgia,13223,pastureland,300,0.23,0.99,0,1
Paulding,Georgia,13223,forest,300,0.24,,,
Peach,Georgia,13225,cropland-cultivated,300,0.24,0.298,0.22,0.76
Peach,Georgia,13225,cropland-noncultivated,300,0.22,0.219,0,1
Peach,Georgia,13225,pastureland,300,0.17,0.638,0,1
Peach,Georgia,13225,forest,300,0.16,,,
Pickens,Georgia,13227,pastureland,275,0.22,0.941,0,1
Pickens,Georgia,13227,forest,275,0.24,,,
Pierce,Georgia,13229,cropland-cultivated,350,0.13,0.159,0.38,1
Pierce,Georgia,13229,cropland-noncultivated,350,0.1,0.175,0.01,1
Pierce,Georgia,13229,pastureland,350,0.12,0.122,0,1
Pierce,Georgia,13229,forest,350,0.12,,,
Pike,Georgia,13231,cropland-cultivated,325,0.27,0.508,0.15,0.97
Pike,Georgia,13231,cropland-noncultivated,325,0.28,0.43,0,1
Pike,Georgia,13231,pastureland,324.01,0.25,0.576,0,1
Pike,Georgia,13231,forest,323.02,0.23,,,
Polk,Georgia,13233,cropland-cultivated,300,0.3,0.29,0.42,0.95
Polk,Georgia,13233,cropland-noncultivated,300,0.25,0.71,0,1
Polk,Georgia,13233,pastureland,300,0.29,1.236,0,1
Polk,Georgia,13233,forest,300,0.27,,,
Pulaski,Georgia,13235,cropland-cultivated,300,0.15,0.379,0.38,1
Pulaski,Georgia,13235,cropland-noncultivated,300,0.15,0.378,0.01,1
Pulaski,Georgia,13235,pastureland,300,0.2,0.362,0,1
Pulaski,Georgia,13235,forest,300,0.2,,,
Putnam,Georgia,13237,cropland-cultivated,275,0.28,0.566,0.42,1
Putnam,Georgia,13237,cropland-noncultivated,275,0.28,0.927,0.01,1
Putnam,Georgia,13237,pastureland,275,0.29,1.401,0.01,1
Putnam,Georgia,13237,forest,274.12,0.26,,,
Quitman,Georgia,13239,cropland-cultivated,361.33,0.15,0.332,0.36,0.87
Quitman,Georgia,13239,pastureland,350,0.1,1.136,0,1
Quitman,Georgia,13239,forest,357.46,0.19,,,
Rabun,Georgia,13241,pastureland,300,0.29,0.285,0.01,1
Rabun,Georgia,13241,forest,300,0.21,,,
Randolph,Georgia,13243,cropland-cultivated,350,0.18,0.367,0.35,0.92
Randolph,Georgia,13243,cropland-noncultivated,350,0.21,0.213,0,1
Randolph,Georgia,13243,pastureland,350,0.17,0.292,0,1
Randolph,Georgia,13243,forest,350,0.19,,,
Richmond,Georgia,13245,cropland-cultivated,250,0.2,0.421,0.35,0.89
Richmond,Georgia,13245,pastureland,250,0.11,0.43,0.01,1
Richmond,Georgia,13245,forest,250,0.17,,,
Rockdale,Georgia,13247,cropland-cultivated,300,0.2,0.356,0.46,0.5
Rockdale,Georgia,13247,cropland-noncultivated,300,0.28,0.43,0,1
Rockdale,Georgia,13247,pastureland,300,0.25,0.603,0,1
Rockdale,Georgia,13247,forest,300,0.25,,,
Schley,Georgia,13249,cropland-cultivated,325,0.15,0.59,0.29,0.76
Schley,Georgia,13249,cropland-noncultivated,325,0.1,0.179,0,1
Schley,Georgia,13249,pastureland,325,0.12,0.719,0,1
Schley,Georgia,13249,forest,325,0.16,,,
Screven,Georgia,13251,cropland-cultivated,300,0.14,0.344,0.33,0.92
Screven,Georgia,13251,cropland-noncultivated,300,0.15,0.287,0.01,1
Screven,Georgia,13251,pastureland,300,0.18,0.502,0,1
Screven,Georgia,13251,forest,300,0.16,,,
Seminole,Georgia,13253,cropland-cultivated,425,0.15,0.26,0.39,0.93
Seminole,Georgia,13253,cropland-noncultivated,425,0.1,0.122,0.03,1
Seminole,Georgia,13253,pastureland,425,0.13,0.267,0,1
Seminole,Georgia,13253,forest,425,0.14,,,
Spalding,Georgia,13255,cropland-cultivated,300,0.27,0.96,0.06,1
Spalding,Georgia,13255,pastureland,300,0.23,0.432,0,1
Spalding,Georgia,13255,forest,300,0.27,,,
Stephens,Georgia,13257,cropland-noncultivated,300,0.28,0.583,0.01,1
Stephens,Georgia,13257,pastureland,300,0.24,1.133,0.02,1
Stephens,Georgia,13257,forest,300,0.26,,,
Stewart,Georgia,13259,cropland-cultivated,350,0.17,0.723,0.43,0.96
Stewart,Georgia,13259,pastureland,350,0.14,0.755,0,1
Stewart,Georgia,13259,forest,350,0.18,,,
Sumter,Georgia,13261,cropland-cultivated,325,0.18,0.274,0.31,0.99
Sumter,Georgia,13261,cropland-noncultivated,325,0.14,0.52,0.13,1
Sumter,Georgia,13261,pastureland,325,0.23,0.39,0,1
Sumter,Georgia,13261,forest,326.27,0.2,,,
Talbot,Georgia,13263,pastureland,325,0.25,0.539,0,1
Talbot,Georgia,13263,forest,325,0.21,,,
Taliaferro,Georgia,13265,cropland-cultivated,250,0.28,0.47,0.18,1
Taliaferro,Georgia,13265,cropland-noncultivated,250,0.28,0.528,0.01,1
Taliaferro,Georgia,13265,pastureland,250,0.27,0.678,0,1
Taliaferro,Georgia,13265,forest,250,0.28,,,
Tattnall,Georgia,13267,cropland-cultivated,306.15,0.13,0.309,0.44,0.87
Tattnall,Georgia,13267,cropland-noncultivated,314.33,0.15,0.246,0.01,1
Tattnall,Georgia,13267,pastureland,307.7,0.12,0.549,0,1
Tattnall,Georgia,13267,forest,307.79,0.13,,,
Taylor,Georgia,13269,cropland-cultivated,325,0.16,0.404,0.21,0.84
Taylor,Georgia,13269,cropland-noncultivated,325,0.19,0.509,0,1
Taylor,Georgia,13269,pastureland,325,0.13,0.462,0,1
Taylor,Georgia,13269,forest,325,0.16,,,
Telfair,Georgia,13271,cropland-cultivated,325,0.15,0.447,0.37,0.89
Telfair,Georgia,13271,cropland-noncultivated,325,0.15,0.195,0,1
Telfair,Georgia,13271,pastureland,325,0.16,0.623,0,1
Telfair,Georgia,13271,forest,325,0.17,,,
Terrell,Georgia,13273,cropland-cultivated,350,0.19,0.315,0.25,1
Terrell,Georgia,13273,cropland-noncultivated,350,0.24,0.266,0.15,1
Terrell,Georgia,13273,pastureland,350,0.25,0.307,0,1
Terrell,Georgia,13273,forest,350,0.24,,,
Thomas,Georgia,13275,cropland-cultivated,400,0.12,0.322,0.37,0.78
Thomas,Georgia,13275,cropland-noncultivated,400,0.11,0.178,0,1
Thomas,Georgia,13275,pastureland,400,0.14,0.319,0,1
Thomas,Georgia,13275,forest,400,0.15,,,
Tift,Georgia,13277,cropland-cultivated,350,0.11,0.314,0.4,0.82
Tift,Georgia,13277,pastureland,350,0.11,0.332,0,1
Tift,Georgia,13277,forest,350,0.12,,,
Toombs,Georgia,13279,cropland-cultivated,310.15,0.12,0.339,0.37,0.95
Toombs,Georgia,13279,cropland-noncultivated,300,0.1,0.159,0,1
Toombs,Georgia,13279,pastureland,316.33,0.14,0.543,0,1
Toombs,Georgia,13279,forest,313.08,0.13,,,
Towns,Georgia,13281,cropland-cultivated,300,0.37,0.279,0.33,1
Towns,Georgia,13281,pastureland,300,0.23,1.337,0.03,1
Towns,Georgia,13281,forest,300,0.23,,,
Treutlen,Georgia,13283,cropland-cultivated,300,0.15,0.36,0.35,0.77
Treutlen,Georgia,13283,pastureland,300,0.17,0.344,0,1
Treutlen,Georgia,13283,forest,300,0.14,,,
Troup,Georgia,13285,pastureland,325,0.24,0.806,0,1
Troup,Georgia,13285,forest,325,0.25,,,
Turner,Georgia,13287,cropland-cultivated,339.08,0.11,0.46,0.36,0.91
Turner,Georgia,13287,cropland-noncultivated,325,0.1,0.851,0.17,1
Turner,Georgia,13287,pastureland,341.31,0.14,0.409,0.01,1
Turner,Georgia,13287,forest,340.01,0.14,,,
Twiggs,Georgia,13289,cropland-cultivated,300,0.18,0.365,0.34,0.92
Twiggs,Georgia,13289,cropland-noncultivated,300,0.1,0.951,0,1
Twiggs,Georgia,13289,pastureland,300,0.1,0.846,0,1
Twiggs,Georgia,13289,forest,300,0.18,,,
Union,Georgia,13291,cropland-cultivated,300,0.28,0.373,0.38,0.94
Union,Georgia,13291,cropland-noncultivated,300,0.22,0.517,0,1
Union,Georgia,13291,pastureland,300,0.21,1.694,0,1
Union,Georgia,13291,forest,300,0.2,,,
Upson,Georgia,13293,cropland-cultivated,325,0.28,0.388,0.16,1
Upson,Georgia,13293,pastureland,325,0.27,0.567,0,1
Upson,Georgia,13293,forest,325,0.26,,,
Walker,Georgia,13295,cropland-cultivated,275,0.33,0.47,0.42,0.5
Walker,Georgia,13295,cropland-noncultivated,275,0.43,0.4,0,1
Walker,Georgia,13295,pastureland,275,0.33,0.604,0,1
Walker,Georgia,13295,forest,275,0.27,,,
Walton,Georgia,13297,cropland-cultivated,275,0.23,0.677,0.23,0.93
Walton,Georgia,13297,cropland-noncultivated,275,0.24,1.07,0,1
Walton,Georgia,13297,pastureland,275,0.24,0.978,0,1
Walton,Georgia,13297,forest,275,0.24,,,
Ware,Georgia,13299,cropland-cultivated,350,0.15,0.21,0.27,1
Ware,Georgia,13299,cropland-noncultivated,350,0.1,0.141,0,1
Ware,Georgia,13299,pastureland,350,0.12,0.193,0,1
Ware,Georgia,13299,forest,350,0.11,,,
Warren,Georgia,13301,cropland-cultivated,250,0.19,0.49,0.36,0.75
Warren,Georgia,13301,cropland-noncultivated,250,0.1,1.001,0.01,1
Warren,Georgia,13301,pastureland,250,0.22,0.659,0.01,1
Warren,Georgia,13301,forest,250,0.25,,,
Washington,Georgia,13303,cropland-cultivated,260.23,0.17,0.35,0.37,0.91
Washington,Georgia,13303,cropland-noncultivated,275,0.15,0.547,0.01,1
Washington,Georgia,13303,pastureland,258.46,0.17,0.592,0,1
Washington,Georgia,13303,forest,255.39,0.18,,,
Wayne,Georgia,13305,cropland-cultivated,375,0.13,0.215,0.37,1
Wayne,Georgia,13305,cropland-noncultivated,375,0.15,0.202,0,1
Wayne,Georgia,13305,pastureland,375,0.1,0.16,0,1
Wayne,Georgia,13305,forest,375,0.13,,,
Webster,Georgia,13307,cropland-cultivated,350,0.14,0.578,0.35,0.93
Webster,Georgia,13307,pastureland,350,0.16,0.844,0,1
Webster,Georgia,13307,forest,350,0.14,,,
Wheeler,Georgia,13309,cropland-cultivated,300,0.12,0.34,0.37,0.91
Wheeler,Georgia,13309,cropland-noncultivated,300,0.1,0.292,0,1
Wheeler,Georgia,13309,pastureland,300,0.14,0.378,0,1
Wheeler,Georgia,13309,forest,300,0.14,,,
White,Georgia,13311,cropland-cultivated,300,0.25,0.706,0.22,0.79
White,Georgia,13311,cropland-noncultivated,300,0.27,0.69,0,1
White,Georgia,13311,pastureland,300,0.23,0.695,0.01,1
White,Georgia,13311,forest,300,0.24,,,
Whitfield,Georgia,13313,cropland-cultivated,275,0.39,0.151,0.46,1
Whitfield,Georgia,13313,cropland-noncultivated,275,0.27,0.937,0,1
Whitfield,Georgia,13313,pastureland,275,0.28,0.937,0,1
Whitfield,Georgia,13313,forest,278.13,0.28,,,
Wilcox,Georgia,13315,cropland-cultivated,325,0.13,0.344,0.4,1
